Ngrams,Negation,Contrast,Positive entities,Negative entities,Class
in the,false,0,1,0,positive
the united,false,0,1,0,positive
united states,false,0,1,0,positive
states in,false,0,1,0,positive
in the,false,0,1,0,positive
the first,false,0,1,0,positive
first six,false,0,1,0,positive
six months,false,0,1,0,positive
months of,false,0,1,0,positive
close at,false,0,0,0,positive
at record,false,0,0,0,positive
record despite,false,0,0,0,positive
closed at,false,0,0,0,positive
at a,false,0,0,0,positive
a record,false,0,0,0,positive
became hot,false,0,0,0,positive
continue to,false,0,0,0,positive
profit taking,false,0,0,0,positive
taking in,false,0,0,0,positive
has been,false,0,0,0,positive
economic force,true,0,1,0,positive
force for,true,0,1,0,positive
for the,true,0,1,0,positive
would give,false,0,0,1,positive
give marketing,false,0,0,1,positive
marketing new,false,0,0,1,positive
new respectability,false,0,0,1,positive
respectability and,false,0,0,1,positive
shot into,false,0,0,0,positive
into the,false,0,0,0,positive
the front,false,0,0,0,positive
front ranks,false,0,0,0,positive
ranks of,false,0,0,0,positive
of space,false,0,0,0,positive
poised to,false,0,0,0,positive
to land,false,0,0,0,positive
land a,false,0,0,0,positive
passed off,false,0,1,0,positive
off peacefully,false,0,1,0,positive
peacefully and,false,0,1,0,positive
and in,false,0,1,0,positive
in an,false,0,1,0,positive
an impressive,false,0,1,0,positive
potential to,false,0,0,1,positive
to try,false,0,0,1,positive
try to,false,0,0,1,positive
to clear,false,0,0,1,positive
clear tough,false,0,0,1,positive
tough price,false,0,0,1,positive
far exceeding,false,0,0,0,positive
exceeding expectations,false,0,0,0,positive
expectations and,false,0,0,0,positive
and indicating,false,0,0,0,positive
indicating a,false,0,0,0,positive
a level,false,0,0,0,positive
level of,false,0,0,0,positive
of business,false,0,0,0,positive
business confidence,false,0,0,0,positive
confidence that,false,0,0,0,positive
that could,false,0,0,0,positive
could stall,false,0,0,0,positive
stall any,false,0,0,0,positive
any german,false,0,0,0,positive
award a,false,0,0,0,positive
a year,false,0,0,0,positive
year franchise,false,0,0,0,positive
in line,false,0,0,0,positive
line with,false,0,0,0,positive
expected to,false,0,0,0,positive
boosted by,false,0,1,0,positive
by renewed,false,0,1,0,positive
surprisingly sharp,false,0,0,0,positive
chalked up,true,0,0,0,positive
up another,true,0,0,0,positive
another record,true,0,0,0,positive
record closing,true,0,0,0,positive
surpassing tuesday,false,0,0,0,positive
tuesday s,false,0,0,0,positive
ended bourse,false,0,0,0,positive
bourse trade,false,0,0,0,positive
trade over,false,0,0,0,positive
over half,false,0,0,0,positive
half a,false,0,0,0,positive
a percentage,false,0,0,0,positive
percentage point,false,0,0,0,positive
sees more,false,0,0,0,positive
predicted a,false,0,0,1,positive
a slight,false,0,0,1,positive
unique vision,false,0,0,0,positive
vision of,false,0,0,0,positive
of the,false,0,0,0,positive
the digital,false,0,0,0,positive
very significant,false,0,0,0,positive
better second,false,0,1,0,positive
second quarter,false,0,1,0,positive
shook itself,false,0,0,0,positive
itself out,false,0,0,0,positive
out of,false,0,0,0,positive
of a,false,0,0,0,positive
improved perceptibly,false,0,0,0,positive
sees record,false,0,0,0,positive
more than,false,0,0,0,positive
helped by,false,0,0,0,positive
by a,false,0,0,0,positive
picking up,false,0,0,0,positive
decent acceleration,false,0,1,0,positive
acceleration in,false,0,1,0,positive
acquitted of,false,0,0,0,positive
found him,true,0,0,1,positive
him not,true,0,0,1,positive
could help,false,0,0,0,positive
rose to,false,0,0,0,positive-uncertain
to the,false,0,0,0,positive-uncertain
the highest,false,0,0,0,positive-uncertain
disappointing and,false,0,0,3,negative
and the,false,0,0,3,negative
the general,false,0,0,3,negative
general feeling,false,0,0,3,negative
feeling is,false,0,0,3,negative
is that,false,0,0,3,negative
that it,false,0,0,3,negative
it will,false,0,0,3,negative
will remain,false,0,0,3,negative
failed to,false,0,0,3,negative
to gain,false,0,0,3,negative
gain any,false,0,0,3,negative
any meaningful,false,0,0,3,negative
meaningful momentum,false,0,0,3,negative
momentum on,false,0,0,3,negative
on the,false,0,0,3,negative
the back,false,0,0,3,negative
back of,false,0,0,3,negative
of the,false,0,0,3,negative
the bundebank,false,0,0,3,negative
bundebank s,false,0,0,3,negative
s larger,false,0,0,3,negative
larger than,false,0,0,3,negative
than expected,false,0,0,3,negative
expected rate,false,0,0,3,negative
rate cut,false,0,0,3,negative
cut and,false,0,0,3,negative
and is,false,0,0,3,negative
is unlikely,false,0,0,3,negative
unlikely to,false,0,0,3,negative
to do,false,0,0,3,negative
do so,false,0,0,3,negative
so in,false,0,0,3,negative
short term,true,0,0,1,negative
term risks,true,0,0,1,negative
risks are,true,0,0,1,negative
are now,true,0,0,1,negative
now very,true,0,0,1,negative
very much,true,0,0,1,negative
much skewed,true,0,0,1,negative
skewed to,true,0,0,1,negative
to the,true,0,0,1,negative
pressed on,false,0,0,0,negative
on with,false,0,0,0,negative
with a,false,0,0,0,negative
caused serious,false,0,0,0,negative
ran out,false,0,0,0,negative
out of,false,0,0,0,negative
indicted for,false,0,0,1,negative
for huge,false,0,0,1,negative
huge pyramid,false,0,0,1,negative
pyramid scheme,false,0,0,1,negative
burnt by,false,0,0,1,negative
by the,false,0,0,1,negative
the recent,false,0,0,1,negative
recent rout,false,0,0,1,negative
rout of,false,0,0,1,negative
of small,false,0,0,1,negative
may go,false,0,0,0,negative
go down,false,0,0,0,negative
down on,false,0,0,0,negative
summer lethargy,false,0,0,1,negative
lethargy should,false,0,0,1,negative
should prevent,false,0,0,1,negative
prevent them,false,0,0,1,negative
them breaking,false,0,0,1,negative
breaking higher,false,0,0,1,negative
higher in,false,0,0,1,negative
in the,false,0,0,1,negative
the near,false,0,0,1,negative
could not,true,0,0,0,negative
not find,true,0,0,0,negative
cut a,false,0,0,0,negative
a growing,false,0,0,0,negative
have almost,false,0,0,0,negative
almost made,false,0,0,0,negative
made nigeria,false,0,0,0,negative
nigeria the,false,0,0,0,negative
the laughing,false,0,0,0,negative
cheating it,false,0,1,0,negative
it out,false,0,1,0,negative
out of,false,0,1,0,negative
of its,false,0,1,0,negative
its rightful,false,0,1,0,negative
rightful share,false,0,1,0,negative
share of,false,0,1,0,negative
are not,true,0,1,0,negative
not getting,true,0,1,0,negative
getting their,true,0,1,0,negative
their fair,true,0,1,0,negative
failed to,false,0,0,0,negative
an uncertain,false,0,0,1,negative
see dull,false,0,0,0,negative
ended a,false,0,0,0,negative
a dull,false,0,0,0,negative
joined the,false,0,0,0,negative
contending that,false,0,0,0,negative
that the,false,0,0,0,negative
the tobacco,false,0,0,0,negative
tobacco industry,false,0,0,0,negative
industry peddled,false,0,0,0,negative
peddled an,false,0,0,0,negative
an addictive,false,0,0,0,negative
addictive product,false,0,0,0,negative
product that,false,0,0,0,negative
that caused,false,0,0,0,negative
caused rogers,false,0,0,0,negative
wins little,false,0,0,1,negative
received a,false,0,0,0,negative
a frosty,false,0,0,0,negative
reluctant to,false,0,1,1,negative
miscellaneous charges,false,0,0,0,negative
charges have,false,0,0,0,negative
have led,false,0,0,0,negative
led to,false,0,0,0,negative
well below,false,0,1,0,negative
below an,false,0,1,0,negative
new flare,false,0,0,0,negative
flare up,false,0,0,0,negative
up in,false,0,0,0,negative
in the,false,0,0,0,negative
the taiwan,false,0,0,0,negative
pressure was,false,0,0,0,negative
suffered estimated,false,0,0,0,negative
million ringgit,false,0,0,0,negative
ringgit in,false,0,0,0,negative
in losses,false,0,0,0,negative
losses from,false,0,0,0,negative
from the,false,0,0,0,negative
allowed corruption,true,0,0,1,negative
corruption into,true,0,0,1,negative
into the,true,0,0,1,negative
the market,true,0,0,1,negative
market and,true,0,0,1,negative
and caused,true,0,0,1,negative
caused a,true,0,0,1,negative
a never,true,0,0,1,negative
never ending,true,0,0,1,negative
ending series,true,0,0,1,negative
would not,true,0,1,0,negative
percent net,false,0,0,0,negative
has been,false,0,0,0,negative
refused to,false,0,0,1,negative
to give,false,0,0,1,negative
did not,true,0,0,2,negative
not give,true,0,0,2,negative
give the,true,0,0,2,negative
the green,true,0,0,2,negative
fears of,false,0,0,0,negative
of gathering,false,0,0,0,negative
gathering more,false,0,0,0,negative
more than,false,0,0,0,negative
had never,true,0,0,1,negative
refused to,false,0,0,0,negative
row over,false,0,0,0,negative
over the,false,0,0,0,negative
the funds,false,0,0,0,negative
gets late,false,0,0,1,negative
late wakeup,false,0,0,1,negative
wakeup call,false,0,0,1,negative
call to,false,0,0,1,negative
to move,false,0,0,1,negative
move into,false,0,0,1,negative
missed her,false,0,0,0,negative
her wake,false,0,0,0,negative
wake up,false,0,0,0,negative
ended a,false,0,0,0,negative
a bad,false,0,0,0,negative
bad week,false,0,0,0,negative
week by,false,0,0,0,negative
by crashing,false,0,0,0,negative
will not,true,0,0,0,negative
not allow,true,0,0,0,negative
allow his,true,0,0,0,negative
his williams,true,0,0,0,negative
williams team,true,0,0,0,negative
team mate,true,0,0,0,negative
mate damon,true,0,0,0,negative
damon hill,true,0,0,0,negative
hill an,true,0,0,0,negative
an easy,true,0,0,0,negative
easy run,true,0,0,0,negative
run in,true,0,0,0,negative
in to,true,0,0,0,negative
to the,true,0,0,0,negative
the world,true,0,0,0,negative
world drivers,true,0,0,0,negative
struggle to,false,0,0,0,negative
up the,false,0,0,0,negative
the creek,false,0,0,0,negative
creek without,false,0,0,0,negative
without a,false,0,0,0,negative
submerged any,false,0,0,2,negative
any faint,false,0,0,2,negative
faint chance,false,0,0,2,negative
chance england,false,0,0,2,negative
england had,false,0,0,2,negative
had of,false,0,0,2,negative
of fighting,false,0,0,2,negative
fighting their,false,0,0,2,negative
their way,false,0,0,2,negative
way back,false,0,0,2,negative
back into,false,0,0,2,negative
into an,false,0,0,2,negative
an improbable,false,0,0,2,negative
omens looked,false,0,0,0,negative
looked distinctly,false,0,0,0,negative
fell short,false,0,0,1,negative
short of,false,0,0,1,negative
of becoming,false,0,0,1,negative
becoming the,false,0,0,1,negative
the sixth,false,0,0,1,negative
sixth pakistan,false,0,0,1,negative
tightened the,false,0,0,0,negative
suffered a,false,0,0,0,negative
a fourth,false,0,0,0,negative
fourth successive,false,0,0,0,negative
dipped just,false,0,0,0,negative
against the,false,0,0,0,negative
embroiled in,false,0,0,1,negative
in a,false,0,0,1,negative
a critical,false,0,0,1,negative
critical legal,false,0,0,1,negative
extracted an,false,0,0,0,negative
faces regulatory,false,0,0,0,negative
reeling from,false,0,0,0,negative
from a,false,0,0,0,negative
a series,false,0,0,0,negative
series of,false,0,0,0,negative
of messy,false,0,0,0,negative
messy scandals,false,0,0,0,negative
scandals and,false,0,0,0,negative
individual instances,false,0,0,0,negative
instances of,false,0,0,0,negative
of horrendous,false,0,0,0,negative
urged news,false,0,0,0,negative
news media,false,0,0,0,negative
media on,false,0,0,0,negative
on sunday,false,0,0,0,negative
sunday against,false,0,0,0,negative
against trampling,false,0,0,0,negative
trampling local,false,0,0,0,negative
local feelings,false,0,0,0,negative
feelings underfoot,false,0,0,0,negative
underfoot when,false,0,0,0,negative
when covering,false,0,0,0,negative
covering such,false,0,0,0,negative
acquired a,false,0,0,0,negative
a reputation,false,0,0,0,negative
reputation for,false,0,0,0,negative
they re,false,0,0,1,negative
re mad,false,0,0,1,negative
mad as,false,0,0,1,negative
had slipped,false,0,0,0,negative
slipped by,false,0,0,0,negative
by nearly,false,0,0,0,negative
nearly a,false,0,0,0,negative
ends sharply,false,0,1,1,negative
sharply down,false,0,1,1,negative
down on,false,0,1,1,negative
on new,false,0,1,1,negative
ended european,false,0,1,1,negative
european trading,false,0,1,1,negative
trading sharply,false,0,1,1,negative
starting to,false,0,0,1,negative
to lose,false,0,0,1,negative
added to,true,0,0,0,negative
to the,true,0,0,0,negative
the country,true,0,0,0,negative
country s,true,0,0,0,negative
s economic,true,0,0,0,negative
diving to,false,0,0,1,negative
to a,false,0,0,1,negative
a month,false,0,0,1,negative
could start,false,0,0,1,negative
start a,false,0,0,1,negative
a spiralling,false,0,0,1,negative
spiralling war,false,0,0,1,negative
war of,false,0,0,1,negative
blamed a,false,0,0,0,negative
hit by,false,0,0,1,negative
by weaker,false,0,0,1,negative
weaker dollar,false,0,0,1,negative
lower wall,false,0,0,1,negative
refused to,false,0,0,0,negative
filed for,false,0,0,0,negative
for chapter,false,0,0,0,negative
warned on,false,0,0,0,negative
on tuesday,false,0,0,0,negative
tuesday of,false,0,0,0,negative
of tension,false,0,0,0,negative
tension and,false,0,0,0,negative
warned on,false,0,0,0,negative
on tuesday,false,0,0,0,negative
tuesday of,false,0,0,0,negative
of protests,false,0,0,0,negative
protests including,false,0,0,0,negative
including a,false,0,0,0,negative
a likely,false,0,0,0,negative
likely strike,false,0,0,0,negative
strike over,false,0,0,0,negative
started the,false,0,0,1,negative
the week,false,0,0,1,negative
european upmarket,false,0,0,0,negative
bloated prices,false,0,0,1,negative
prices and,false,0,0,1,negative
and workforces,false,0,0,1,negative
workforces and,false,0,0,1,negative
and complacent,false,0,0,1,negative
tend to,false,0,0,2,negative
to give,false,0,0,2,negative
give up,false,0,0,2,negative
up the,false,0,0,2,negative
the ghost,false,0,0,2,negative
ghost pretty,false,0,0,2,negative
failed to,false,0,0,0,negative
to act,false,0,0,0,negative
act with,false,0,0,0,negative
with due,false,0,0,0,negative
due skill,false,0,0,0,negative
care and,false,0,0,0,negative
started disciplinary,false,0,0,0,negative
disciplinary action,false,0,0,0,negative
stacking up,false,0,0,0,negative
billion of,false,0,0,0,negative
of unauthorised,false,0,0,0,negative
unauthorised trading,false,0,0,0,negative
trading losses,false,0,0,0,negative
losses which,false,0,0,0,negative
already hit,false,0,0,1,negative
hit by,false,0,0,1,negative
started the,false,0,0,1,negative
the week,false,0,0,1,negative
falling the,false,0,0,0,negative
yield creeping,false,0,0,0,negative
creeping back,false,0,0,0,negative
were unable,false,0,0,0,negative
unable to,false,0,0,0,negative
to hold,false,0,0,0,negative
hold friday,false,0,0,0,negative
friday s,false,0,0,0,negative
s record,false,0,0,0,negative
record closing,false,0,0,0,negative
started sharply,false,0,1,0,negative
sparked an,false,0,0,1,negative
an early,false,0,0,1,negative
armed with,false,0,0,1,negative
with grenades,false,0,0,1,negative
grenades and,false,0,0,1,negative
and possibly,false,0,0,1,negative
possibly other,false,0,0,1,negative
take issue,false,0,0,0,negative
issue with,false,0,0,0,negative
with world,false,0,0,0,negative
world fastest,false,0,0,0,negative
fastest man,false,0,0,0,negative
mounting a,false,0,0,1,negative
a campaign,false,0,0,1,negative
campaign to,false,0,0,1,negative
to strip,false,0,0,1,negative
strip u,false,0,0,1,negative
u s,false,0,0,1,negative
sprinter michael,false,0,0,1,negative
michael johnson,false,0,0,1,negative
johnson of,false,0,0,1,negative
of his,false,0,0,1,negative
his title,false,0,0,1,negative
title as,false,0,0,1,negative
as the,false,0,0,1,negative
the world,false,0,0,1,negative
world s,false,0,0,1,negative
involved in,false,0,0,0,negative
in a,false,0,0,0,negative
a lengthy,false,0,0,0,negative
accepted the,false,0,0,0,negative
selloff irregular,false,0,0,1,negative
lacked vision,false,0,0,0,negative
vision and,false,0,0,0,negative
and was,false,0,0,0,negative
failed to,false,0,1,0,negative
to consistently,false,0,1,0,negative
agreed to,false,0,0,2,negative
to plead,false,0,0,2,negative
admitted conspiring,false,0,0,2,negative
conspiring to,false,0,0,2,negative
to fix,false,0,0,2,negative
fix prices,false,0,0,2,negative
prices to,false,0,0,2,negative
to eliminate,false,0,0,2,negative
eliminate competition,false,0,0,2,negative
competition in,false,0,0,2,negative
in the,false,0,0,2,negative
the worldwide,false,0,0,2,negative
worldwide market,false,0,0,2,negative
market for,false,0,0,2,negative
for lysine,false,0,0,2,negative
an animal,false,0,0,2,negative
left in,false,0,0,1,negative
in may,false,0,0,1,negative
may due,false,0,0,1,negative
due to,false,0,0,1,negative
to irreconcilable,false,0,0,1,negative
just didn,false,0,0,0,negative
didn t,false,0,0,0,negative
t make,false,0,0,0,negative
focus on,false,0,0,0,negative
on falling,false,0,0,0,negative
giving back,false,0,0,0,negative
back some,false,0,0,0,negative
some of,false,0,0,0,negative
of its,false,0,0,0,negative
threatens to,false,0,0,1,negative
to throw,false,0,0,1,negative
throw the,false,0,0,1,negative
the recovery,false,0,0,1,negative
recovery plan,false,0,0,1,negative
plan off,false,0,0,1,negative
efforts to,false,0,0,1,negative
to sell,false,0,0,1,negative
sell the,false,0,0,1,negative
the ailing,false,0,0,1,negative
ailing company,false,0,0,1,negative
company fell,false,0,0,1,negative
set to,false,0,0,0,negative
could eventually,false,0,0,0,negative
eventually lead,false,0,0,0,negative
lead to,false,0,0,0,negative
to the,false,0,0,0,negative
reported a,false,0,0,1,negative
million real,false,0,0,1,negative
its operations,false,0,0,0,negative
higher than,false,0,0,0,negative
than expected,false,0,0,0,negative
closure which,false,0,0,0,negative
which he,false,0,0,0,negative
he said,false,0,0,0,negative
sees some,false,0,0,0,negative
some de,false,0,0,0,negative
easing of,false,0,0,0,negative
of tensions,false,0,0,0,negative
tensions over,false,0,0,0,negative
over disputed,false,0,0,0,negative
disputed subsidies,false,0,0,0,negative
subsidies by,false,0,0,0,negative
by the,false,0,0,0,negative
the state,false,0,0,0,negative
state of,false,0,0,0,negative
file a,false,0,0,0,negative
study appeal,false,0,0,0,negative
sentenced to,false,0,0,0,negative
to death,false,0,0,0,negative
death on,false,0,0,0,negative
on charges,false,0,0,0,negative
charges of,false,0,0,0,negative
of mutiny,false,0,0,0,negative
mutiny and,false,0,0,0,negative
studying ways,false,0,0,0,negative
ways to,false,0,0,0,negative
preparing to,false,0,0,0,negative
some foreign,false,0,0,2,negative
foreign investors,false,0,0,2,negative
investors have,false,0,0,2,negative
have been,false,0,0,2,negative
been put,false,0,0,2,negative
bid against,false,0,0,2,negative
against each,false,0,0,2,negative
each other,false,0,0,2,negative
other for,false,0,0,2,negative
for the,false,0,0,2,negative
the same,false,0,0,2,negative
sparks racist,false,0,0,1,negative
accused by,false,0,0,0,negative
by viewers,false,0,0,0,negative
viewers of,false,0,0,0,negative
of promoting,false,0,0,0,negative
drew complaints,false,0,0,0,negative
complaints from,false,0,0,0,negative
growing public,false,0,0,2,negative
public concern,false,0,0,2,negative
concern about,false,0,0,2,negative
about the,false,0,0,2,negative
the use,false,0,0,2,negative
use of,false,0,0,2,negative
of demonic,false,0,0,2,negative
demonic images,false,0,0,2,negative
images in,false,0,0,2,negative
were off,false,0,0,0,negative
off the,false,0,0,0,negative
the day,false,0,0,0,negative
day s,false,0,0,0,negative
pares the,false,0,0,0,negative
saw signs,false,0,0,0,negative
signs that,false,0,0,0,negative
that the,false,0,0,0,negative
the rally,false,0,0,0,negative
rally could,false,0,0,0,negative
could be,false,0,0,0,negative
be losing,false,0,0,0,negative
shortage of,false,0,0,0,negative
of quality,false,0,0,0,negative
quality coffee,false,0,0,0,negative
kept a,false,0,0,0,negative
held a,false,0,0,0,negative
a series,false,0,0,0,negative
series of,false,0,0,0,negative
of one,false,0,0,0,negative
one day,false,0,0,0,negative
day strikes,false,0,0,0,negative
strikes in,false,0,0,0,negative
in a,false,0,0,0,negative
a dispute,false,0,0,0,negative
have staged,false,0,0,1,negative
staged short,false,0,0,1,negative
had been,false,0,0,0,negative
reasonable risk,false,0,1,0,negative
risk of,false,0,1,0,negative
of that,false,0,1,0,negative
forced it,false,0,0,1,negative
it to,false,0,0,1,negative
to call,false,0,0,1,negative
vowed to,false,0,0,0,negative
back on,false,0,0,0,negative
on the,false,0,0,0,negative
ecological warfare,false,0,0,1,negative
warfare has,false,0,0,1,negative
has broken,false,0,0,1,negative
seen as,false,0,0,0,negative
as the,false,0,0,0,negative
the new,false,0,0,0,negative
new business,false,0,0,0,negative
were wounded,false,0,0,0,negative
wounded in,false,0,0,0,negative
would be,false,0,0,0,negative
be excluded,false,0,0,0,negative
excluded from,false,0,0,0,negative
from the,false,0,0,0,negative
hit by,false,0,0,1,negative
by a,false,0,0,1,negative
a weakening,false,0,0,1,negative
weakening franc,false,0,0,1,negative
franc and,false,0,0,1,negative
and fears,false,0,0,1,negative
fears of,false,0,0,1,negative
of industrial,false,0,0,1,negative
recent and,false,0,0,0,negative
and projected,false,0,0,0,negative
projected losses,false,0,0,0,negative
losses and,false,0,0,0,negative
and uncertainties,false,0,0,0,negative
uncertainties facing,false,0,0,0,negative
facing the,false,0,0,0,negative
the online,false,0,0,0,negative
reported a,false,0,0,0,negative
projected a,false,0,0,0,negative
have been,false,0,0,1,negative
falling to,false,0,0,0,negative
to minus,false,0,0,0,negative
would stay,false,0,0,1,negative
stay at,false,0,0,1,negative
at rock,false,0,0,1,negative
rock bottom,false,0,0,1,negative
grew unexpectedly,false,0,0,2,negative
falling to,false,0,0,0,negative
to minus,false,0,0,0,negative
potential worry,false,0,0,1,negative
worry in,false,0,0,1,negative
in looking,false,0,0,1,negative
looking at,false,0,0,1,negative
at the,false,0,0,1,negative
the number,false,0,0,1,negative
number of,false,0,0,1,negative
of infected,false,0,0,1,negative
infected animals,false,0,0,1,negative
animals that,false,0,0,1,negative
that entered,false,0,0,1,negative
entered the,false,0,0,1,negative
hard to,false,0,1,2,negative
to get,false,0,1,2,negative
get rid,false,0,1,2,negative
rid of,false,0,1,2,negative
of the,false,0,1,2,negative
the epidemic,false,0,1,2,negative
epidemic any,false,0,1,2,negative
any faster,false,0,1,2,negative
faster without,false,0,1,2,negative
without slaughtering,false,0,1,2,negative
slaughtering vast,false,0,1,2,negative
vast numbers,false,0,1,2,negative
showing a,false,0,0,0,negative
have threatened,false,0,0,2,negative
threatened to,false,0,0,2,negative
to bring,false,0,0,2,negative
bring it,false,0,0,2,negative
free falling,false,0,0,1,negative
stubbornly high,false,0,0,1,negative
high interest,false,0,0,1,negative
predicted a,false,0,0,0,negative
a second,false,0,0,0,negative
second quarter,false,0,0,0,negative
reported a,false,0,1,0,negative
a surprisingly,false,0,1,0,negative
surprisingly large,false,0,1,0,negative
million fiscal,false,0,1,0,negative
fiscal first,false,0,1,0,negative
first quarter,false,0,1,0,negative
blaming a,false,0,0,0,negative
enormous financial,true,0,1,0,negative
vigorously defend,false,0,1,1,negative
defend itself,false,0,1,1,negative
add to,false,0,0,0,negative
to suits,false,0,0,0,negative
what we,false,0,0,0,negative
we re,false,0,0,0,negative
re concerned,false,0,0,0,negative
concerned about,false,0,0,0,negative
about is,false,0,0,0,negative
is the,false,0,0,0,negative
the ripple,false,0,0,0,negative
ripple effect,false,0,0,0,negative
effect it,false,0,0,0,negative
it may,false,0,0,1,negative
may also,false,0,0,1,negative
also translate,false,0,0,1,negative
translate into,false,0,0,1,negative
into higher,false,0,0,1,negative
higher prices,false,0,0,1,negative
prices for,false,0,0,1,negative
for hamburgers,false,0,0,1,negative
pizzas and,false,0,0,1,negative
and other,false,0,0,1,negative
other fast,false,0,0,1,negative
the economy,true,0,0,0,negative
economy was,true,0,0,0,negative
was slowing,true,0,0,0,negative
slowing from,true,0,0,0,negative
from its,true,0,0,0,negative
its burst,true,0,0,0,negative
burst of,true,0,0,0,negative
of growth,true,0,0,0,negative
growth in,true,0,0,0,negative
in the,true,0,0,0,negative
the second,true,0,0,0,negative
second quarter,true,0,0,0,negative
quarter without,true,0,0,0,negative
without inflation,true,0,0,0,negative
underwent a,false,0,0,0,negative
a second,false,0,0,0,negative
second day,false,0,0,0,negative
day of,false,0,0,0,negative
of court,false,0,0,0,negative
applied for,false,0,0,1,negative
for an,false,0,0,1,negative
an injunction,false,0,0,1,negative
injunction to,false,0,0,1,negative
stop the,false,0,0,1,negative
died at,false,0,0,0,negative
at the,false,0,0,0,negative
the age,false,0,0,0,negative
filed lawsuits,false,0,0,0,negative
lawsuits tuesday,false,0,0,0,negative
u s,false,0,0,0,negative
priorities would,false,0,0,0,negative
would be,false,0,0,0,negative
be elimination,false,0,0,0,negative
elimination of,false,0,0,0,negative
of unfair,false,0,0,0,negative
unfair export,false,0,0,0,negative
export subsidies,false,0,0,0,negative
subsidies and,false,0,0,0,negative
and controls,false,0,0,0,negative
controls on,false,0,0,0,negative
on so,false,0,0,0,negative
undergoes u,false,0,0,0,negative
u s,false,0,0,0,negative
faced a,false,0,0,0,negative
a three,false,0,0,0,negative
three hour,false,0,0,0,negative
threatens at,false,0,0,2,negative
at the,false,0,0,2,negative
the last,false,0,0,2,negative
last minute,false,0,0,2,negative
minute to,false,0,0,2,negative
applied for,false,0,0,1,negative
for an,false,0,0,1,negative
an injunction,false,0,0,1,negative
injunction to,false,0,0,1,negative
fighting the,false,0,0,1,negative
the action,false,0,0,1,negative
action personally,false,0,0,1,negative
personally and,false,0,0,1,negative
and underwent,false,0,0,1,negative
underwent several,false,0,0,1,negative
several hours,false,0,0,1,negative
hours of,false,0,0,1,negative
of cross,false,0,0,1,negative
pulled out,false,0,0,0,negative
out of,false,0,0,0,negative
refused to,false,0,0,0,negative
sank to,false,0,0,1,negative
to its,false,0,0,1,negative
its lowest,false,0,0,1,negative
lowest level,false,0,0,1,negative
level of,false,0,0,1,negative
of the,false,0,0,1,negative
the year,false,0,0,1,negative
year a,false,0,0,1,negative
a month,false,0,0,1,negative
was swollen,false,0,0,0,negative
swollen by,false,0,0,0,negative
by one,false,0,0,0,negative
one off,false,0,0,0,negative
off gains,false,0,0,0,negative
gains from,false,0,0,0,negative
from selling,false,0,0,0,negative
selling off,false,0,0,0,negative
ended the,false,0,0,0,negative
the day,false,0,0,0,negative
took the,false,0,0,0,negative
the biggest,false,0,0,0,negative
sold for,false,0,0,0,negative
expanded by,false,0,0,0,negative
percent to,false,0,0,0,negative
fallen well,false,0,1,0,negative
still well,false,0,1,2,negative
well short,false,0,1,2,negative
short of,false,0,1,2,negative
of the,false,0,1,2,negative
level of,false,0,1,2,negative
hit a,false,0,0,2,negative
a further,false,0,0,2,negative
further stumbling,false,0,0,2,negative
threatens at,false,0,0,2,negative
at the,false,0,0,2,negative
the last,false,0,0,2,negative
last minute,false,0,0,2,negative
minute to,false,0,0,2,negative
failed to,false,0,0,1,negative
to give,false,0,0,1,negative
improperly used,false,0,0,0,negative
used his,false,0,0,0,negative
burnt an,false,0,0,0,negative
an australian,false,0,0,0,negative
staged rallies,false,0,0,0,negative
rallies in,false,0,0,0,negative
in brisbane,false,0,0,0,negative
brisbane and,false,0,0,0,negative
and adelaide,false,0,0,0,negative
ended in,false,0,0,0,negative
in a,false,0,0,0,negative
anti government,false,0,0,0,negative
not be,true,0,0,0,negative
complaints surge,false,0,0,0,negative
did not,true,0,0,0,negative
not pay,true,0,0,0,negative
did not,true,0,0,0,negative
hastened the,false,0,0,0,negative
the downward,false,0,0,0,negative
sparked violent,false,0,0,1,negative
backfire and,false,0,0,0,negative
expected to,false,0,0,1,negative
hugs the,false,0,0,1,negative
the slow,false,0,0,1,negative
does not,true,0,0,1,negative
not look,true,0,0,1,negative
look like,true,0,0,1,negative
like it,true,0,0,1,negative
it will,true,0,0,1,negative
will be,true,0,0,1,negative
be moving,true,0,0,1,negative
moving out,true,0,0,1,negative
out of,true,0,0,1,negative
of the,true,0,0,1,negative
worst campus,false,0,0,1,negative
blocking their,false,0,0,0,negative
shows a,false,0,0,0,negative
a lack,false,0,0,0,negative
lack of,false,0,0,0,negative
compensation and,false,0,0,0,negative
failure to,false,0,0,0,negative
failure to,true,0,0,0,negative
to address,true,0,0,0,negative
address the,true,0,0,0,negative
the economic,true,0,0,0,negative
economic and,true,0,0,0,negative
and political,true,0,0,0,negative
facing financial,false,0,1,0,negative
faces financial,false,0,1,0,negative
face a,false,0,1,0,negative
a liquidity,false,0,1,0,negative
liquidity crisis,false,0,1,0,negative
crisis and,false,0,1,0,negative
and financial,false,0,1,0,negative
looks really,false,0,1,0,negative
unfavorable economic,true,0,0,0,negative
slower capital,false,0,0,0,negative
facing energy,false,0,0,0,negative
captivity was,false,0,0,0,negative
well aware,false,0,2,1,negative
aware of,false,0,2,1,negative
of the,false,0,2,1,negative
