Ngrams,Negation,Contrast,Positive entities,Negative entities,Class
bhd will,false,0,0,1,neutral
will give,false,0,0,1,neutral
give its,false,0,0,1,neutral
its customers,false,0,0,1,neutral
customers rebates,false,0,0,1,neutral
rebates of,false,0,0,1,neutral
million to,false,0,0,1,neutral
million ringgit,false,0,0,1,neutral
ringgit in,false,0,0,1,neutral
in compensation,false,0,0,1,neutral
compensation for,false,0,0,1,neutral
for a,false,0,0,1,neutral
a peninsula,false,0,0,1,neutral
peninsula wide,false,0,0,1,neutral
wide august,false,0,0,1,neutral
the business,false,0,0,1,neutral
the newspaper,false,0,0,0,neutral
quoting industry,false,0,0,0,neutral
industry sources,false,0,0,0,neutral
said the,false,0,0,0,neutral
the amount,false,0,0,0,neutral
amount was,false,0,0,0,neutral
was arrived,false,0,0,0,neutral
arrived at,false,0,0,0,neutral
at after,false,0,0,0,neutral
after considering,false,0,0,0,neutral
considering the,false,0,0,0,neutral
the losses,false,0,0,0,neutral
losses to,false,0,0,0,neutral
to industry,false,0,0,0,neutral
industry during,false,0,0,0,neutral
the federation,false,0,0,1,neutral
federation of,false,0,0,1,neutral
of malaysian,false,0,0,1,neutral
malaysian manufacturers,false,0,0,1,neutral
manufacturers has,false,0,0,1,neutral
has estimated,false,0,0,1,neutral
estimated the,false,0,0,1,neutral
the blackout,false,0,0,1,neutral
blackout over,false,0,0,1,neutral
over peninsular,false,0,0,1,neutral
peninsular malaysia,false,0,0,1,neutral
malaysia cost,false,0,0,1,neutral
cost its,false,0,0,1,neutral
its members,false,0,0,1,neutral
members some,false,0,0,1,neutral
million ringgit,false,0,0,1,neutral
disbursement of,false,0,0,0,neutral
of the,false,0,0,0,neutral
the rebates,false,0,0,0,neutral
rebates would,false,0,0,0,neutral
would be,false,0,0,0,neutral
be spread,false,0,0,0,neutral
spread over,false,0,0,0,neutral
over a,false,0,0,0,neutral
a month,false,0,0,0,neutral
month or,false,0,0,0,neutral
or so,false,0,0,0,neutral
the newspaper,false,0,0,0,neutral
newspaper s,false,0,0,0,neutral
malaysia tenaga,false,0,0,0,neutral
tenaga to,false,0,0,0,neutral
to offer,false,0,0,0,neutral
offer rebates,false,0,0,0,neutral
rebates after,false,0,0,0,neutral
china s,false,0,1,1,neutral
s lawmakers,false,0,1,1,neutral
lawmakers have,false,0,1,1,neutral
have drafted,false,0,1,1,neutral
drafted a,false,0,1,1,neutral
a bill,false,0,1,1,neutral
bill to,false,0,1,1,neutral
to curb,false,0,1,1,neutral
curb corruption,false,0,1,1,neutral
corruption in,false,0,1,1,neutral
in the,false,0,1,1,neutral
the chaotic,false,0,1,1,neutral
chaotic construction,false,0,1,1,neutral
construction industry,false,0,1,1,neutral
industry and,false,0,1,1,neutral
and upgrade,false,0,1,1,neutral
upgrade safety,false,0,1,1,neutral
safety and,false,0,1,1,neutral
and quality,false,0,1,1,neutral
the people,false,0,1,1,neutral
people s,false,0,1,1,neutral
s daily,false,0,1,1,neutral
daily newspaper,false,0,1,1,neutral
the standing,false,0,0,1,neutral
standing committee,false,0,0,1,neutral
committee of,false,0,0,1,neutral
of the,false,0,0,1,neutral
the national,false,0,0,1,neutral
national people,false,0,0,1,neutral
people s,false,0,0,1,neutral
s congress,false,0,0,1,neutral
or parliament,false,0,0,1,neutral
was expected,false,0,0,1,neutral
expected to,false,0,0,1,neutral
to pass,false,0,0,1,neutral
pass the,false,0,0,1,neutral
the bill,false,0,0,1,neutral
bill during,false,0,0,1,neutral
during a,false,0,0,1,neutral
a week,false,0,0,1,neutral
week long,false,0,0,1,neutral
long session,false,0,0,1,neutral
session that,false,0,0,1,neutral
that started,false,0,0,1,neutral
started on,false,0,0,1,neutral
on friday,false,0,0,1,neutral
there is,false,0,0,1,neutral
is hope,false,0,0,1,neutral
hope that,false,0,0,1,neutral
that the,false,0,0,1,neutral
the chaotic,false,0,0,1,neutral
chaotic situation,false,0,0,1,neutral
situation in,false,0,0,1,neutral
in our,false,0,0,1,neutral
our nation,false,0,0,1,neutral
nation s,false,0,0,1,neutral
s construction,false,0,0,1,neutral
construction market,false,0,0,1,neutral
market will,false,0,0,1,neutral
will come,false,0,0,1,neutral
come under,false,0,0,1,neutral
under legal,false,0,0,1,neutral
legal control,false,0,0,1,neutral
the new,false,0,0,0,neutral
new bill,false,0,0,0,neutral
bill was,false,0,0,0,neutral
was expected,false,0,0,0,neutral
expected to,false,0,0,0,neutral
to be,false,0,0,0,neutral
be passed,false,0,0,0,neutral
passed in,false,0,0,0,neutral
in a,false,0,0,0,neutral
a seven,false,0,0,0,neutral
seven day,false,0,0,0,neutral
day session,false,0,0,0,neutral
session of,false,0,0,0,neutral
of the,false,0,0,0,neutral
the parliament,false,0,0,0,neutral
parliament s,false,0,0,0,neutral
s standing,false,0,0,0,neutral
standing committee,false,0,0,0,neutral
committee that,false,0,0,0,neutral
that began,false,0,0,0,neutral
began on,false,0,0,0,neutral
on friday,false,0,0,0,neutral
china parliament,false,0,0,0,neutral
parliament to,false,0,0,0,neutral
to legislate,false,0,0,0,neutral
legislate on,false,0,0,0,neutral
on mineral,false,0,0,0,neutral
china s,false,0,0,1,neutral
s parliament,false,0,0,1,neutral
parliament is,false,0,0,1,neutral
is expected,false,0,0,1,neutral
expected to,false,0,0,1,neutral
to legislate,false,0,0,1,neutral
legislate in,false,0,0,1,neutral
in the,false,0,0,1,neutral
the next,false,0,0,1,neutral
next week,false,0,0,1,neutral
week to,false,0,0,1,neutral
to end,false,0,0,1,neutral
end confusion,false,0,0,1,neutral
confusion over,false,0,0,1,neutral
over mineral,false,0,0,1,neutral
mineral rights,false,0,0,1,neutral
rights ownership,false,0,0,1,neutral
the official,false,0,0,1,neutral
official china,false,0,0,1,neutral
china daily,false,0,0,1,neutral
daily newspaper,false,0,0,1,neutral
a law,false,0,1,1,neutral
law on,false,0,1,1,neutral
on mineral,false,0,1,1,neutral
mineral resources,false,0,1,1,neutral
resources to,false,0,1,1,neutral
to be,false,0,1,1,neutral
be passed,false,0,1,1,neutral
passed by,false,0,1,1,neutral
by the,false,0,1,1,neutral
the standing,false,0,1,1,neutral
standing committee,false,0,1,1,neutral
committee of,false,0,1,1,neutral
of the,false,0,1,1,neutral
the national,false,0,1,1,neutral
national people,false,0,1,1,neutral
people s,false,0,1,1,neutral
s congress,false,0,1,1,neutral
or parliament,false,0,1,1,neutral
would make,false,0,1,1,neutral
make clear,false,0,1,1,neutral
clear that,false,0,1,1,neutral
that all,false,0,1,1,neutral
all such,false,0,1,1,neutral
such resources,false,0,1,1,neutral
resources belonged,false,0,1,1,neutral
belonged to,false,0,1,1,neutral
to the,false,0,1,1,neutral
the chinese,false,0,1,1,neutral
chinese state,false,0,1,1,neutral
state through,false,0,1,1,neutral
through the,false,0,1,1,neutral
the state,false,0,1,1,neutral
in the,false,0,0,3,neutral
the current,false,0,0,3,neutral
current law,false,0,0,3,neutral
state ownership,false,0,0,3,neutral
ownership is,false,0,0,3,neutral
is only,false,0,0,3,neutral
only vaguely,false,0,0,3,neutral
vaguely referred,false,0,0,3,neutral
referred to,false,0,0,3,neutral
prompting local,false,0,0,3,neutral
local authorities,false,0,0,3,neutral
authorities to,false,0,0,3,neutral
to assume,false,0,0,3,neutral
assume they,false,0,0,3,neutral
they could,false,0,0,3,neutral
could control,false,0,0,3,neutral
control mineral,false,0,0,3,neutral
mineral resource,false,0,0,3,neutral
resource development,false,0,0,3,neutral
development without,false,0,0,3,neutral
without the,false,0,0,3,neutral
the guidance,false,0,0,3,neutral
guidance of,false,0,0,3,neutral
of the,false,0,0,3,neutral
the state,false,0,0,3,neutral
state council,false,0,0,3,neutral
china s,false,0,0,3,neutral
in the,true,1,0,0,neutral
the first,true,1,0,0,neutral
first half,true,1,0,0,neutral
the company,true,1,0,0,neutral
company said,true,1,0,0,neutral
said it,true,1,0,0,neutral
it produced,true,1,0,0,neutral
vehicles and,true,1,0,0,neutral
and sold,true,1,0,0,neutral
but it,true,1,0,0,neutral
it did,true,1,0,0,neutral
did not,true,1,0,0,neutral
jackson visited,false,0,1,1,neutral
visited the,false,0,1,1,neutral
the city,false,0,1,1,neutral
morocco s,false,0,1,1,neutral
s financial,false,0,1,1,neutral
financial centre,false,0,1,1,neutral
on his,false,0,1,1,neutral
his return,false,0,1,1,neutral
return from,false,0,1,1,neutral
from south,false,0,1,1,neutral
south africa,false,0,1,1,neutral
africa last,false,0,1,1,neutral
last month,false,0,1,1,neutral
month and,false,0,1,1,neutral
and said,false,0,1,1,neutral
said he,false,0,1,1,neutral
he wanted,false,0,1,1,neutral
wanted to,false,0,1,1,neutral
to perform,false,0,1,1,neutral
perform there,false,0,1,1,neutral
there because,false,0,1,1,neutral
because it,false,0,1,1,neutral
it reminded,false,0,1,1,neutral
reminded him,false,0,1,1,neutral
him of,false,0,1,1,neutral
a live,false,0,0,0,neutral
live televised,false,0,0,0,neutral
televised broadcast,false,0,0,0,neutral
broadcast of,false,0,0,0,neutral
of jackson,false,0,0,0,neutral
jackson s,false,0,0,0,neutral
s show,false,0,0,0,neutral
show to,false,0,0,0,neutral
to the,false,0,0,0,neutral
the united,false,0,0,0,neutral
united states,false,0,0,0,neutral
states had,false,0,0,0,neutral
had also,false,0,0,0,neutral
also been,false,0,0,0,neutral
been planned,false,0,0,0,neutral
planned by,false,0,0,0,neutral
by the,false,0,0,0,neutral
the moroccan,false,0,0,0,neutral
moroccan organisers,false,0,0,0,neutral
he said,false,0,0,0,neutral
said that,false,0,0,0,neutral
that kramer,false,0,0,0,neutral
kramer had,false,0,0,0,neutral
had written,false,0,0,0,neutral
written him,false,0,0,0,neutral
him asking,false,0,0,0,neutral
asking him,false,0,0,0,neutral
him to,false,0,0,0,neutral
to be,false,0,0,0,neutral
be a,false,0,0,0,neutral
a named,false,0,0,0,neutral
named plaintiff,false,0,0,0,neutral
plaintiff in,false,0,0,0,neutral
in a,false,0,0,0,neutral
a class,false,0,0,0,neutral
downey denies,false,0,0,0,neutral
denies he,false,0,0,0,neutral
he filing,false,0,0,0,neutral
filing tobacco,false,0,0,0,neutral
talk show,false,0,0,0,neutral
show host,false,0,0,0,neutral
host morton,false,0,0,0,neutral
morton downey,false,0,0,0,neutral
downey jr,false,0,0,0,neutral
who recently,false,0,0,0,neutral
recently underwent,false,0,0,0,neutral
underwent surgery,false,0,0,0,neutral
surgery for,false,0,0,0,neutral
for lung,false,0,0,0,neutral
lung cancer,false,0,0,0,neutral
on saturday,false,0,0,0,neutral
saturday denied,false,0,0,0,neutral
denied a,false,0,0,0,neutral
a lawyer,false,0,0,0,neutral
lawyer s,false,0,0,0,neutral
s statement,false,0,0,0,neutral
statement that,false,0,0,0,neutral
that he,false,0,0,0,neutral
he planned,false,0,0,0,neutral
planned to,false,0,0,0,neutral
to sue,false,0,0,0,neutral
sue the,false,0,0,0,neutral
the tobacco,false,0,0,0,neutral
steven kramer,false,0,0,2,neutral
a new,false,0,0,2,neutral
new york,false,0,0,2,neutral
york city,false,0,0,2,neutral
city personal,false,0,0,2,neutral
personal injury,false,0,0,2,neutral
injury lawyer,false,0,0,2,neutral
lawyer who,false,0,0,2,neutral
who has,false,0,0,2,neutral
has filed,false,0,0,2,neutral
filed several,false,0,0,2,neutral
several cases,false,0,0,2,neutral
cases against,false,0,0,2,neutral
against the,false,0,0,2,neutral
the industry,false,0,0,2,neutral
said last,false,0,0,2,neutral
last week,false,0,0,2,neutral
week that,false,0,0,2,neutral
that downey,false,0,0,2,neutral
downey was,false,0,0,2,neutral
was one,false,0,0,2,neutral
one of,false,0,0,2,neutral
of his,false,0,0,2,neutral
his clients,false,0,0,2,neutral
clients and,false,0,0,2,neutral
and that,false,0,0,2,neutral
that he,false,0,0,2,neutral
he was,false,0,0,2,neutral
was preparing,false,0,0,2,neutral
preparing a,false,0,0,2,neutral
a tobacco,false,0,0,2,neutral
tobacco suit,false,0,0,2,neutral
volkswagen says,false,0,0,0,neutral
says east,false,0,0,0,neutral
east german,false,0,0,0,neutral
german subsidies,false,0,0,0,neutral
subsidies legal,false,0,0,0,neutral
europe s,false,0,1,2,neutral
s leading,false,0,1,2,neutral
leading car,false,0,1,2,neutral
car maker,false,0,1,2,neutral
maker volkswagen,false,0,1,2,neutral
volkswagen ag,false,0,1,2,neutral
ag insists,false,0,1,2,neutral
insists the,false,0,1,2,neutral
the hotly,false,0,1,2,neutral
hotly debated,false,0,1,2,neutral
debated subsidies,false,0,1,2,neutral
subsidies it,false,0,1,2,neutral
it received,false,0,1,2,neutral
received to,false,0,1,2,neutral
to invest,false,0,1,2,neutral
invest in,false,0,1,2,neutral
in former,false,0,1,2,neutral
former communist,false,0,1,2,neutral
communist east,false,0,1,2,neutral
east germany,false,0,1,2,neutral
germany were,false,0,1,2,neutral
were legal,false,0,1,2,neutral
the financial,false,0,1,2,neutral
financial times,false,0,1,2,neutral
times said,false,0,1,2,neutral
the newspaper,false,0,0,1,neutral
newspaper quoted,false,0,0,1,neutral
quoted volkswagen,false,0,0,1,neutral
volkswagen chairman,false,0,0,1,neutral
chairman ferdinand,false,0,0,1,neutral
ferdinand piech,false,0,0,1,neutral
piech as,false,0,0,1,neutral
as saying,false,0,0,1,neutral
saying the,false,0,0,1,neutral
the group,false,0,0,1,neutral
group was,false,0,0,1,neutral
was convinced,false,0,0,1,neutral
convinced the,false,0,0,1,neutral
the funds,false,0,0,1,neutral
funds were,false,0,0,1,neutral
were legal,false,0,0,1,neutral
legal and,false,0,0,1,neutral
and would,false,0,0,1,neutral
would stick,false,0,0,1,neutral
stick to,false,0,0,1,neutral
to its,false,0,0,1,neutral
its investment,false,0,0,1,neutral
investment plans,false,0,0,1,neutral
plans in,false,0,0,1,neutral
in the,false,0,0,1,neutral
piech said,false,0,1,2,neutral
we received,false,0,1,2,neutral
received it,false,0,1,2,neutral
it the,false,0,1,2,neutral
the investment,false,0,1,2,neutral
legally and,false,0,1,2,neutral
and because,false,0,1,2,neutral
because we,false,0,1,2,neutral
we did,false,0,1,2,neutral
did so,false,0,1,2,neutral
we will,false,0,1,2,neutral
will invest,false,0,1,2,neutral
we had,true,0,0,0,neutral
had the,true,0,0,0,neutral
the choice,true,0,0,0,neutral
choice of,true,0,0,0,neutral
of any,true,0,0,0,neutral
any location,true,0,0,0,neutral
without support,true,0,0,0,neutral
it would,true,0,0,0,neutral
would not,true,0,0,0,neutral
not have,true,0,0,0,neutral
have been,true,0,0,0,neutral
it produced,false,0,0,1,neutral
two wheelers,false,0,0,1,neutral
wheelers and,false,0,0,1,neutral
three wheelers,false,0,0,1,neutral
wheelers against,false,0,0,1,neutral
respectively in,false,0,0,1,neutral
in the,false,0,0,1,neutral
the same,false,0,0,1,neutral
same period,false,0,0,1,neutral
period of,false,0,0,1,neutral
the feisty,true,0,1,0,neutral
feisty spaniard,true,0,1,0,neutral
spaniard spotted,true,0,1,0,neutral
spotted doubles,true,0,1,0,neutral
doubles partner,true,0,1,0,neutral
partner and,true,0,1,0,neutral
and no,true,0,1,0,neutral
seed jana,true,0,1,0,neutral
jana novotna,true,0,1,0,neutral
novotna a,true,0,1,0,neutral
a one,true,0,1,0,neutral
one set,true,0,1,0,neutral
set lead,true,0,1,0,neutral
lead before,true,0,1,0,neutral
before bouncing,true,0,1,0,neutral
sanchez vicario,true,0,0,3,neutral
vicario will,true,0,0,3,neutral
will meet,true,0,0,3,neutral
meet no,true,0,0,3,neutral
kimiko date,true,0,0,3,neutral
who surprised,true,0,0,3,neutral
surprised defending,true,0,0,3,neutral
defending champion,true,0,0,3,neutral
champion conchita,true,0,0,3,neutral
conchita martinez,true,0,0,3,neutral
martinez of,true,0,0,3,neutral
of spain,true,0,0,3,neutral
in sunday,true,0,0,3,neutral
sunday morning,true,0,0,3,neutral
morning s,true,0,0,3,neutral
s title,true,0,0,3,neutral
title match,true,0,0,3,neutral
match worth,true,0,0,3,neutral
to the,true,0,0,3,neutral
the winner,true,0,0,3,neutral
winner of,true,0,0,3,neutral
of the,true,0,0,3,neutral
the final,true,0,0,3,neutral
final hardcoourt,true,0,0,3,neutral
hardcoourt tuneup,true,0,0,3,neutral
tuneup event,true,0,0,3,neutral
event before,true,0,0,3,neutral
before next,true,0,0,3,neutral
next week,true,0,0,3,neutral
week s,true,0,0,3,neutral
s u,true,0,0,3,neutral
u s,true,0,0,3,neutral
seems like,false,0,0,1,neutral
like i,false,0,0,1,neutral
i was,false,0,0,1,neutral
was still,false,0,0,1,neutral
still sleeping,false,0,0,1,neutral
sleeping and,false,0,0,1,neutral
and then,false,0,0,1,neutral
then the,false,0,0,1,neutral
the alarm,false,0,0,1,neutral
alarm said,false,0,0,1,neutral
hold on,false,0,0,1,neutral
on a,false,0,0,1,neutral
a second,false,0,0,1,neutral
wake up,false,0,0,1,neutral
that s,false,0,0,1,neutral
s when,false,0,0,1,neutral
when i,false,0,0,1,neutral
i woke,false,0,0,1,neutral
woke up,false,0,0,1,neutral
i definitely,false,0,1,0,neutral
definitely don,false,0,1,0,neutral
don t,false,0,1,0,neutral
t like,false,0,1,0,neutral
like to,false,0,1,0,neutral
to play,false,0,1,0,neutral
play at,false,0,1,0,neutral
at nine,false,0,1,0,neutral
nine or,false,0,1,0,neutral
seeking his,false,0,0,0,neutral
his first,false,0,0,0,neutral
first atp,false,0,0,0,neutral
atp tournament,false,0,0,0,neutral
tournament victory,false,0,0,0,neutral
eliminated unseeded,false,0,0,0,neutral
unseeded adrian,false,0,0,0,neutral
adrian voinea,false,0,0,0,neutral
voinea of,false,0,0,0,neutral
of romania,false,0,0,0,neutral
romania who,false,0,0,0,neutral
who played,false,0,0,0,neutral
played most,false,0,0,0,neutral
most of,false,0,0,0,neutral
of the,false,0,0,0,neutral
the match,false,0,0,0,neutral
match with,false,0,0,0,neutral
with a,false,0,0,0,neutral
medvedev beat,false,0,0,0,neutral
beat unseeded,false,0,0,0,neutral
unseeded karol,false,0,0,0,neutral
karol kucera,false,0,0,0,neutral
martin damm,false,0,0,0,neutral
damm czech,false,0,0,0,neutral
czech republic,false,0,0,0,neutral
beat adrian,false,0,0,0,neutral
adrian voinea,false,0,0,0,neutral
andrei medvedev,false,0,0,0,neutral
medvedev ukraine,false,0,0,0,neutral
beat karol,false,0,0,0,neutral
karol kucera,false,0,0,0,neutral
tennis results,false,0,0,0,neutral
results at,false,0,0,0,neutral
at hamlet,false,0,0,0,neutral
results from,true,0,0,0,neutral
from the,true,0,0,0,neutral
the waldbaum,true,0,0,0,neutral
waldbaum hamlet,true,0,0,0,neutral
hamlet cup,true,0,0,0,neutral
cup tennis,true,0,0,0,neutral
tennis tournament,true,0,0,0,neutral
tournament on,true,0,0,0,neutral
on saturday,true,0,0,0,neutral
saturday prefix,true,0,0,0,neutral
prefix number,true,0,0,0,neutral
athletes from,false,0,0,0,neutral
from nine,false,0,0,0,neutral
nine countries,false,0,0,0,neutral
countries set,false,0,0,0,neutral
set out,false,0,0,0,neutral
out on,false,0,0,0,neutral
on a,false,0,0,0,neutral
a mile,false,0,0,0,neutral
biking and,false,0,0,0,neutral
and running,false,0,0,0,neutral
running endurance,false,0,0,0,neutral
endurance race,false,0,0,0,neutral
race thorugh,false,0,0,0,neutral
thorugh the,false,0,0,0,neutral
the canadian,false,0,0,0,neutral
the event,true,0,0,1,neutral
called the,true,0,0,1,neutral
the eco,true,0,0,1,neutral
eco challenge,true,0,0,1,neutral
is part,true,0,0,1,neutral
part of,true,0,0,1,neutral
of a,true,0,0,1,neutral
a growing,true,0,0,1,neutral
growing sport,true,0,0,1,neutral
sport known,true,0,0,1,neutral
known as,true,0,0,1,neutral
as adventure,true,0,0,1,neutral
adventure racing,true,0,0,1,neutral
racing in,true,0,0,1,neutral
in which,true,0,0,1,neutral
which competitors,true,0,0,1,neutral
competitors test,true,0,0,1,neutral
test their,true,0,0,1,neutral
their limits,true,0,0,1,neutral
limits for,true,0,0,1,neutral
for days,true,0,0,1,neutral
days over,true,0,0,1,neutral
over a,true,0,0,1,neutral
the eco,false,0,0,1,neutral
eco challenge,false,0,0,1,neutral
challenge has,false,0,0,1,neutral
has been,false,0,0,1,neutral
been staged,false,0,0,1,neutral
staged twice,false,0,0,1,neutral
twice before,false,0,0,1,neutral
in utah,false,0,0,1,neutral
utah and,false,0,0,1,neutral
and maine,false,0,0,1,neutral
maine last,false,0,0,1,neutral
last year,false,0,0,1,neutral
and is,false,0,0,1,neutral
is modelled,false,0,0,1,neutral
modelled on,false,0,0,1,neutral
teams in,true,0,0,1,neutral
in this,true,0,0,1,neutral
this year,true,0,0,1,neutral
year s,true,0,0,1,neutral
s race,true,0,0,1,neutral
race will,true,0,0,1,neutral
will will,true,0,0,1,neutral
will trek,true,0,0,1,neutral
trek glaciers,true,0,0,1,neutral
climb mountains,true,0,0,1,neutral
whitewater raft,true,0,0,1,neutral
horseback ride,true,0,0,1,neutral
canoe and,true,0,0,1,neutral
and mountain,true,0,0,1,neutral
mountain bike,true,0,0,1,neutral
bike on,true,0,0,1,neutral
the location,false,0,0,1,neutral
location of,false,0,0,1,neutral
of this,false,0,0,1,neutral
this year,false,0,0,1,neutral
year s,false,0,0,1,neutral
s race,false,0,0,1,neutral
race was,false,0,0,1,neutral
was keep,false,0,0,1,neutral
keep a,false,0,0,1,neutral
a secret,false,0,0,1,neutral
secret until,false,0,0,1,neutral
athletics multi,false,0,0,0,neutral
multi discipline,false,0,0,0,neutral
discipline wilderness,false,0,0,0,neutral
wilderness race,false,0,0,0,neutral
the explosion,false,0,0,2,neutral
in a,false,0,0,2,neutral
a beer,false,0,0,2,neutral
beer can,false,0,0,2,neutral
can left,false,0,0,2,neutral
left in,false,0,0,2,neutral
in a,false,0,0,2,neutral
a cardboard,false,0,0,2,neutral
cardboard waste,false,0,0,2,neutral
waste receptacle,false,0,0,2,neutral
occurred at,false,0,0,2,neutral
p m,false,0,0,2,neutral
minutes after,false,0,0,2,neutral
after the,false,0,0,2,neutral
the last,false,0,0,2,neutral
last pairing,false,0,0,2,neutral
pairing of,false,0,0,2,neutral
of the,false,0,0,2,neutral
the day,false,0,0,2,neutral
day had,false,0,0,2,neutral
had teed,false,0,0,2,neutral
teed off,false,0,0,2,neutral
off and,false,0,0,2,neutral
and the,false,0,0,2,neutral
the thousands,false,0,0,2,neutral
witnesses reported,false,0,0,0,neutral
reported seeing,false,0,0,0,neutral
seeing two,false,0,0,0,neutral
two young,false,0,0,0,neutral
young men,false,0,0,0,neutral
men toss,false,0,0,0,neutral
toss cans,false,0,0,0,neutral
cans into,false,0,0,0,neutral
into the,false,0,0,0,neutral
the receptacle,false,0,0,0,neutral
receptacle just,false,0,0,0,neutral
just before,false,0,0,0,neutral
terry livers,false,0,0,0,neutral
akron s,false,0,0,0,neutral
s deputy,false,0,0,0,neutral
deputy chief,false,0,0,0,neutral
chief of,false,0,0,0,neutral
of police,false,0,0,0,neutral
police and,false,0,0,0,neutral
and a,false,0,0,0,neutral
a tournament,false,0,0,0,neutral
tournament volunteer,false,0,0,0,neutral
a homemade,false,0,0,0,neutral
homemade fireworks,false,0,0,0,neutral
fireworks device,false,0,0,0,neutral
device was,false,0,0,0,neutral
was placed,false,0,0,0,neutral
placed and,false,0,0,0,neutral
and detonated,false,0,0,0,neutral
detonated in,false,0,0,0,neutral
in a,false,0,0,0,neutral
a waste,false,0,0,0,neutral
waste receptacle,false,0,0,0,neutral
receptacle on,false,0,0,0,neutral
on the,false,0,0,0,neutral
the slope,false,0,0,0,neutral
the beer,true,0,0,0,neutral
beer can,true,0,0,0,neutral
can was,true,0,0,0,neutral
was shredded,true,0,0,0,neutral
shredded by,true,0,0,0,neutral
by the,true,0,0,0,neutral
the explosion,true,0,0,0,neutral
and by,true,0,0,0,neutral
by the,true,0,0,0,neutral
the powder,true,0,0,0,neutral
powder residue,true,0,0,0,neutral
residue we,true,0,0,0,neutral
we know,true,0,0,0,neutral
know it,true,0,0,0,neutral
it was,true,0,0,0,neutral
was a,true,0,0,0,neutral
a fuse,true,0,0,0,neutral
fuse device,true,0,0,0,neutral
after being,false,0,0,0,neutral
being fined,false,0,0,0,neutral
by the,false,0,0,0,neutral
the sports,false,0,0,0,neutral
sports governing,false,0,0,0,neutral
governing body,false,0,0,0,neutral
body on,false,0,0,0,neutral
on tuesday,false,0,0,0,neutral
the british,false,0,0,0,neutral
british driver,false,0,0,0,neutral
driver rolled,false,0,0,0,neutral
rolled his,false,0,0,0,neutral
his subaru,false,0,0,0,neutral
rallying kankkunen,false,0,0,0,neutral
kankkunen in,false,0,0,0,neutral
in command,false,0,0,0,neutral
command as,false,0,0,0,neutral
as mcrae,false,0,0,0,neutral
mcrae rolls,false,0,0,0,neutral
motor racing,false,0,0,0,neutral
racing villeneuve,false,0,0,0,neutral
villeneuve gives,false,0,0,0,neutral
gives hill,false,0,0,0,neutral
hill much,false,0,0,0,neutral
much to,false,0,0,0,neutral
double world,false,0,0,1,neutral
world champion,false,0,0,1,neutral
champion michael,false,0,0,1,neutral
michael schumacher,false,0,0,1,neutral
schumacher of,false,0,0,1,neutral
of germany,false,0,0,1,neutral
who is,false,0,0,1,neutral
is too,false,0,0,1,neutral
too far,false,0,0,1,neutral
far behind,false,0,0,1,neutral
behind to,false,0,0,1,neutral
to play,false,0,0,1,neutral
play a,false,0,0,1,neutral
a part,false,0,0,1,neutral
part in,false,0,0,1,neutral
in this,false,0,0,1,neutral
this year,false,0,0,1,neutral
year s,false,0,0,1,neutral
s championship,false,0,0,1,neutral
championship contest,false,0,0,1,neutral
returned to,false,0,0,1,neutral
to action,false,0,0,1,neutral
action in,false,0,0,1,neutral
in his,false,0,0,1,neutral
his ferrari,false,0,0,1,neutral
ferrari after,false,0,0,1,neutral
after his,false,0,0,1,neutral
his crash,false,0,0,1,neutral
crash on,false,0,0,1,neutral
on friday,false,0,0,1,neutral
friday morning,false,0,0,1,neutral
morning and,false,0,0,1,neutral
and clocked,false,0,0,1,neutral
clocked the,false,0,0,1,neutral
the unnamed,false,0,0,0,neutral
unnamed victim,false,0,0,0,neutral
victim died,false,0,0,0,neutral
died during,false,0,0,0,neutral
during the,false,0,0,0,neutral
the night,false,0,0,0,neutral
a hospital,false,0,0,0,neutral
hospital spokesman,false,0,0,0,neutral
spokesman said,false,0,0,0,neutral
danish driver,false,0,0,0,neutral
driver karsten,false,0,0,0,neutral
karsten richardt,false,0,0,0,neutral
richardt had,false,0,0,0,neutral
had ploughed,false,0,0,0,neutral
ploughed into,false,0,0,0,neutral
into the,false,0,0,0,neutral
the crowd,false,0,0,0,neutral
crowd during,false,0,0,0,neutral
during the,false,0,0,0,neutral
the two,false,0,0,0,neutral
two kilometre,false,0,0,0,neutral
kilometre first,false,0,0,0,neutral
first stage,false,0,0,0,neutral
stage held,false,0,0,0,neutral
held in,false,0,0,0,neutral
in the,false,0,0,0,neutral
the host,false,0,0,0,neutral
richardt s,false,0,0,0,neutral
s mitsubishi,false,0,0,0,neutral
mitsubishi skidded,false,0,0,0,neutral
skidded down,false,0,0,0,neutral
down an,false,0,0,0,neutral
an escape,false,0,0,0,neutral
escape road,false,0,0,0,neutral
road and,false,0,0,0,neutral
and ploughed,false,0,0,0,neutral
ploughed into,false,0,0,0,neutral
into a,false,0,0,0,neutral
a cordoned,false,0,0,0,neutral
cordoned off,false,0,0,0,neutral
off area,false,0,0,0,neutral
tiger woods,false,0,0,0,neutral
woods advanced,false,0,0,0,neutral
advanced to,false,0,0,0,neutral
to the,false,0,0,0,neutral
the semifinals,false,0,0,0,neutral
semifinals of,false,0,0,0,neutral
of the,false,0,0,0,neutral
the u,false,0,0,0,neutral
u s,false,0,0,0,neutral
amateur golf,false,0,0,0,neutral
golf championship,false,0,0,0,neutral
championship in,false,0,0,0,neutral
in cornelius,false,0,0,0,neutral
when he,false,0,0,0,neutral
he bettered,false,0,0,0,neutral
